-139.589,-59.7331,0.0997305
-140.65,-59.2549,0.00620079
-141.605,-58.4069,0.0062561
-141.936,-57.3617,0.00169277
-141.918,-56.2145,0.00144386
-141.495,-54.2718,0.00238514
-140.708,-51.4366,0.00429344
-139.827,-48.3459,0.00498009
-138.961,-45.9125,0.0015831
-138.235,-43.325,0.000909805
-137.013,-39.7975,0.00435066
-136.148,-36.9355,0.0008564
-136.156,-34.0513,-0.000102997
-137.118,-30.2985,0.00335693
-136.65,-25.4544,0.00297546
-135.821,-23.1518,0.00232315
-132.8,-15.8801,-0.00129318
-131.295,-12.6565,0.00257492
-129.757,-11.1926,0.00167084
-127.933,-8.47253,0.00419617
-125.594,-3.43169,0.0056839
-125.353,0.965682,0.00276184
-123.003,5.57835,0.00728226
-120.587,10.4068,0.00727081
-118.769,14.6565,0.00152206
-118.164,17.8825,0.000152588
-116.091,21.2138,0.000547409
-113.688,23.0089,0.00462914
-112.171,25.1937,0.000507355
-110.194,28.4649,0.00443268
-106.967,33.6878,0.00211716
-102.906,39.2178,-0.000671387
-99.4862,43.9916,0.000488281
-95.9015,48.7467,0.00204849
-92.9177,52.7392,0.00172043
-89.8141,56.3976,0.00785446
-85.9424,60.7672,0.00558472
-80.1053,66.7499,0.00524902
-75.5904,71.6071,0.00720596
-70.3618,76.9279,0.00287247
-65.7424,81.631,0.00554276
-62.0205,84.9373,0.00176239
-57.2618,87.9974,0.00317001
-52.2769,89.8877,0.00531006
-48.0599,88.9686,0.000858307
-45.3049,86.1267,0.00695038
-43.3989,84.2672,0.00431442
-41.5071,82.4884,0.0059433
-41.4371,82.4478,0.000831604
