3.48254,-0.0597868,0.204571
6.14287,-0.00357151,0.00397491
8.00051,-1.08433,1.90735e-05
8.59642,-2.79582,0.00233841
8.45796,-5.94256,-0.000328064
8.13725,-8.67565,0.000259399
7.74759,-12.4054,0.00674438
7.41491,-15.1962,0.00178909
7.21034,-17.8467,0.00423431
6.83059,-20.6188,0.00112152
7.08969,-22.5535,0.000217438
8.1658,-23.3399,0.00136566
9.98018,-22.7632,0.00135422
10.8087,-17.7272,0.00050354
11.5011,-13.367,0.00655365
11.9004,-8.39816,-0.000389099
12.6126,-2.4373,0.00408936
12.6737,4.40498,0.0042038
12.9399,9.46824,0.000495911
12.8443,16.0689,0.00144196
12.9459,22.3784,0.00411606
12.4347,28.9025,0.00404358
12.4201,32.9455,0.00414276
11.0826,34.539,0.00310898
8.86798,34.3008,0.00613022
8.05861,31.5563,0.006073
8.22128,24.4125,0.000675201
8.69358,16.8555,0.00310516
8.51509,11.7523,0.00288391
8.46016,8.12796,0.00125122
9.86262,6.27984,0.00165939
12.3951,5.88469,0.00322723
15.0208,5.91122,0.00340271
17.0555,5.95809,8.01086e-05
17.2492,5.92941,0.00313187
